projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
12a625fb10ed9ae6ac78245aa1c31387,6f8bd7a328b53001068ef53733ad11a4,6acb82d93406bfc0b5180a95b9e259e9,250666001626,42.700488,-71.176792,Lawrence,MA,01841,suburban,Lawrence School District,Essex,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 6-8,30.00,803.22,944.96,150,f,f,2012-11-11
697408a04595bf9402bb2f6e737ed30f,7fb4379c865bbb1e66df0bbd6d4ab7bc,d6b5f4ac325deaabc8bb860bd55679ab,061473001794,33.909180,-117.925346,Fullerton,CA,92835,urban,Fullerton School District,Orange,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Technology,moderate poverty,Grades 3-5,30.00,643.90,757.53,33,f,f,2012-11-11
ff4cf2cd983c69438142655b5469673a,59d73d327c5779563eadb9da8a267be9,87966659262500aee9c10b12deec8a49,480783004182,29.728868,-95.598175,Houston,TX,77082,urban,Alief Ind School District,Harris,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,30.00,263.85,310.41,22,f,f,2012-11-11
9a14a0cd816203c5c9018ab3ff9e09f8,fd27a65d4609daf94543397564abb25d,14ed6a0cbaa027db28956b8b13369632,062271011634,33.967211,-118.273914,Los Angeles,CA,90003,urban,Los Angeles Unif Sch Dist,Los Angeles,t,f,f,f,f,t,Mr.,f,f,Mathematics,Math & Science,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 9-12,30.00,816.54,960.64,180,f,f,2012-11-11
12e8aa3e0b61e834c3e0e7f7ab6c8e42,d913c4c5b4bc5273ce59ea98361d3431,38900d8004c9bf06884a995d2daa3396,068450007066,33.647572,-117.818474,Irvine,CA,92603,,Irvine Unif School District,Orange,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades PreK-2,30.00,927.18,1090.80,32,f,f,2012-11-11
114ee103ddada9c9ab80e6f2d293a690,f2ed0a0bcceaf80992c5fae1cae21434,3a73be058c07d8788cb04a74d86d0af8,174152004883,41.619583,-87.530113,Calumet City,IL,60409,suburban,Calumet City SD 155,Cook,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades PreK-2,30.00,438.41,515.78,19,f,f,2012-11-10
37a023dcf765bb4452122e84a2ab9244,d2b8b908c4a88c48d07439b6d903372e,42d6a0b12a85feabc1eaabce06f7b777,360008701307,40.851853,-73.910253,Bronx,NY,10453,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,30.00,180.80,212.71,23,f,f,2012-11-10
2ddfcdf35173a38bba210a06217288c2,0e37cca9f5965d014bb2ffcdc7f9e3ff,acaabd449357ab068ca34827c5fcceba,060837000813,39.726429,-121.814346,Chico,CA,95928,urban,Chico Unified School District,Butte,f,f,t,f,f,f,Mrs.,f,f,Early Development,Applied Learning,,,Other,highest poverty,Grades PreK-2,30.00,472.55,555.94,20,t,f,2012-11-10
ab34bf739c0ba4fa6bbc85478fe640bb,0d2bf4e063960d5f0af33833e4fa3cd1,388a0a4c49349ea887643ffea3dec235,262532006191,43.416887,-85.801806,Newaygo,MI,49337,,Newaygo Public School District,Newaygo,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30.00,433.92,510.49,25,f,f,2012-11-09
97d3ff9d909df0176cfef48f31ae15d2,b76179f9439b46fdada62d1f2cd1b2c0,9f9ce33c44f0b6e7a884fb9af202e8fe,040306000240,33.451457,-112.203699,Phoenix,AZ,85043,rural,Fowler Elem School District 45,Maricopa,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Other,highest poverty,Grades PreK-2,30.00,289.13,340.15,30,t,f,2012-11-09
bea8d64bb20881e1974ffed57e4d474d,43062f3272b7df7f5efba8d903944b6d,50a4e682f2d5aef6de71e7475cba3163,510313002200,38.783932,-77.530724,Manassas,VA,20109,suburban,Prince William Co Public SD,Prince William,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades 3-5,30.00,535.13,629.56,30,f,f,2012-11-09
f8df22f27f755f7e6b7197d4a2630ab9,5decdc7fa0e63c800d454d9c48f52a1f,4e916a187e8c7e82a61378c4d9a6f6e3,360013905776,40.806160,-73.948020,New York,NY,10027,urban,New York City Dept Of Ed,New York (Manhattan),t,f,f,t,f,f,Ms.,f,f,Character Education,Applied Learning,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,30.00,310.70,365.53,18,t,f,2012-11-09
94ff58d8ba8483ed3a1e2f083cfcd5eb,0781618b3d9f655607ff0403e7af0ba8,3065d33099df8849cf396f567d48e518,062271003306,34.037704,-118.159943,Los Angeles,CA,90022,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Social Sciences,History & Civics,Technology,high poverty,Grades 3-5,30.00,731.40,860.47,26,t,f,2012-11-09
08d778b26901b618fe04eea54a52a3df,15c982210ebb4c83d477d6e73c0290e9,79681a5d0540c221411ccc971fd09c08,"",32.705822,-97.153442,Arlington,TX,76016,urban,Texas Dept of Education,Tarrant,t,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Other,highest poverty,Grades PreK-2,30.00,323.79,380.93,20,f,f,2012-11-09
2f31f44d034eea5ac0f8a97afb6ae02d,5706a706ce9ac928853e6ef7edef2e8f,26902df5fc6f15361d23d2a5e4cb61bb,490042001103,40.598507,-112.046730,West Jordan,UT,84081,suburban,Jordan School District,Salt Lake,f,f,f,f,f,f,Mrs.,f,f,Foreign Languages,Literacy & Language,,,Supplies,moderate poverty,Grades 6-8,30.00,132.01,155.31,170,f,f,2012-11-09
4b8f9b4f2ae4b6e0eab356d561378021,718166ba7ae227fa40312620aa533cbb,783d7a66c2af3eff3541b0a91c4604f9,120150004127,26.597454,-80.175858,Lake Worth,FL,33467,suburban,Palm Beach Co School District,Palm Beach,t,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,moderate poverty,Grades PreK-2,30.00,336.49,395.87,8,t,f,2012-11-09
9e0896d30b6be1689542f4b4015b5b8e,757b59605fee8356e169f65974787b6f,24e1749574670be66ac17522ee49da22,293107002152,38.220476,-93.336399,Warsaw,MO,65355,rural,Warsaw School District R9,Benton,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,high poverty,Grades 9-12,30.00,574.72,676.14,90,f,f,2012-11-08
0d5dc8409ca79ead3127918231c48f2b,ac08335c319054e6e1f948bd35acfcc5,da2e05073330bab8ddb8cc726c5be974,360008305783,40.821114,-73.951914,New York,NY,10031,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,,,Other,highest poverty,Grades 3-5,30.00,231.98,272.92,30,f,f,2012-11-07
2aee7a7f323b535f52917d16b92bef03,065f2c90230fb91fcd82c14d1b1d952d,70c2865c66177e183c3f590bb67cb6e3,063255005061,37.919934,-122.323052,Richmond,CA,94804,suburban,West Contra Costa Usd,Contra Costa,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30.00,687.05,808.29,28,f,f,2012-11-06
e82dc3e40c7b1502983f31bded3b0250,ec52ac61d6bab548e536df02f36237f4,eb372d0e84a9694720a61a1d634f6336,060807000775,33.828709,-118.008148,Anaheim,CA,92804,urban,Centralia Elem School District,Orange,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Environmental Science,Math & Science,Technology,highest poverty,Grades 3-5,30.00,2221.72,2613.79,33,f,f,2012-11-06
cd477835857f87547ac12e94419c27dd,a8932267fdb43a2586fdec5486702f87,988b927a188025b633d08e1b9420d4e8,420010100656,39.822159,-75.826683,West Grove,PA,19390,suburban,Avon Grove School District,Chester,t,f,t,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,30.00,701.74,825.58,27,f,f,2012-11-06
5e8f754d6c8d9ae774be341a70482989,f4b46304c9d43d465a30ca2b1d444f39,33362d68579a867efbf7e323845848df,560198000111,41.125299,-104.800523,Cheyenne,WY,82007,rural,Laramie Co School District 1,Laramie,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,30.00,430.49,506.46,11,t,f,2012-11-06
b91fdf6acfdc4cebd177e87f43616b29,0e228ce7149b45263091e6640b4a8303,4fbf5b7beee15bc27c83d06ee1327d3f,063531005999,33.714134,-117.863678,Santa Ana,CA,92707,urban,Santa Ana Unified Sch District,Orange,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades PreK-2,30.00,419.51,493.54,15,t,f,2012-11-05
cfbafb08ebb9033a75c574433dff00f1,80d118c1a88f625dc503aadbd0e7a86c,1a33b83972d82798c2086f0d334e9464,"",38.882446,-76.934250,Washington,DC,20019,,Dc Public Schools,District Of Columbia,t,f,f,f,t,f,Ms.,f,f,Early Development,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,30.00,297.68,350.21,100,f,f,2012-11-05
3ec80eb01ea0229701b7f0671d0dc1ca,8564ec508d338b39790f45429e4d43a4,13994c57bf0a1dcbc0f40155e1b67b76,061032001155,37.963152,-120.308697,Sonora,CA,95370,,Curtis Creek Elem Sch Dist,Tuolumne,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,30.00,661.60,778.35,35,f,f,2012-11-05
1b6a2ce4e17ba00efdad8e0618f3747f,470262ff4934559ce561c83a54be1352,cc730c00da4dbe928db0bc53ef1add40,061422001623,33.707390,-117.940193,Fountain Vly,CA,92708,urban,Fountain Valley School Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Supplies,moderate poverty,Grades PreK-2,30.00,488.54,574.75,28,f,f,2012-11-05
30a4316c185c3c4188f0fd6546060339,43c0bc3ffdb321bce6a95e031c7eb722,a1581f5baf3a362e35bee69f9a858846,410394001037,45.515765,-122.525030,Portland,OR,97233,urban,David Douglas School Dist 40,Multnomah,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades 9-12,30.00,215.62,253.67,200,f,f,2012-11-05
a5ba5971ddfaa6bc1ab8d70e99096229,e881e937538dabff732a6b171c1a45d0,7d7c24656db487f0c9b77560b7a57262,"",39.232964,-84.549934,Cincinnati,OH,45231,suburban,Mt Healthy City School Dist,Hamilton,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Books,highest poverty,Grades PreK-2,30.00,146.44,172.28,18,f,f,2012-11-05
0fac4a9a6471c8dcbfaf174ea3b5b5f1,8a8af0fdac76db0d6ddf57af94c70009,bb5c99a658723818cfaecc738361a9f5,174125004123,42.385849,-87.860933,Waukegan,IL,60087,suburban,Waukegan Cmty Unit SD 60,Lake,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,30.00,447.99,527.05,22,f,f,2012-11-05
957f42ef7b039589fed29b7aa6ad73d7,5652b0dca482a1865de04168a1093061,25d637077470ec576b1d8528dcb85d95,320006000058,36.209454,-115.146477,N Las Vegas,NV,89030,suburban,Clark Co School District,Clark,f,t,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,30.00,738.32,868.61,19,t,f,2012-11-05
fbade4717e7876f9e36733f1320456e9,9f06edb9a8ce45d7d259a9866348317e,4496213758a9f0eb9758148f2ffe753b,360007700691,40.732575,-73.982968,New York,NY,10003,urban,New York City Dept Of Ed,New York (Manhattan),f,t,f,f,f,f,Ms.,f,f,Extracurricular,Applied Learning,,,Supplies,highest poverty,Grades 9-12,30.00,441.41,519.31,170,t,f,2012-11-05
c686284b3f99556af03c33ccb078f94a,1d4afacf4fdb177d5493710326158da1,aa39ada6adc89ddfb311b847303f75c2,410394001029,45.490662,-122.531616,Portland,OR,97236,,David Douglas School Dist 40,Multnomah,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,30.00,853.98,1004.68,28,f,f,2012-11-04
1d606fb2338e2541e1ac925e94827607,ae0347d1b0dad8afe1530e5b0a94c248,5bdf2819aeea985cd2882de7d234f739,484110004692,29.782302,-95.517451,Houston,TX,77024,suburban,Spring Branch Ind Sch District,Harris,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Books,moderate poverty,Grades 6-8,30.00,228.31,268.60,30,f,f,2012-11-04
192d5976760a92765780b35089c71657,6bb82f8086bcecf0f3455356b52f3ad1,ae6bd3425d46fa5056fe090b2c842e93,060363000314,35.324780,-119.005315,Bakersfield,CA,93304,urban,Bakersfield City Sch Dist,Kern,f,f,f,f,f,f,Mrs.,f,f,Gym & Fitness,Health & Sports,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,30.00,756.98,890.56,180,f,f,2012-11-04
16c5b777c99c2ece331340ff1d54725a,2f4f73137074818808c5ffd1949ac5eb,1ef8b245e7e6be7e4236e9e3e6cee2b6,250432000583,42.662964,-71.263474,Dracut,MA,01826,suburban,Dracut School District,Middlesex,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades 3-5,30.00,185.44,218.16,26,f,f,2012-11-04
62332c9edc5a1f8edebc6700c0c919a0,9d19db59aefbe84f9048b2b808190ab6,f8a4ec8c882e72a9340373e64635d494,350207000483,35.881760,-106.053277,Santa Fe,NM,87506,rural,Pojoaque Valley School Dist,Santa Fe,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 9-12,30.00,640.73,753.80,55,f,f,2012-11-04
080942938369591363874755d5530ed1,f12590c2e892e5189c7258a896abab3e,17bc03247fa20f4131ec663fbd8be4b8,062271003020,34.221797,-118.404020,Sun Valley,CA,91352,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Ms.,f,f,Community Service,Applied Learning,Economics,History & Civics,Other,highest poverty,Grades 9-12,30.00,789.90,929.29,300,t,f,2012-11-04
5126580f6151d0f5bcb6c1f6b7f8fcba,74eae099bb40614c4191d2e4ff278cea,6643b8e735d420869d11e7c1251b6e12,"",42.618042,-83.303619,Pontiac,MI,48341,urban,Michigan Dept of Education,Oakland,t,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,high poverty,Grades 6-8,30.00,400.45,471.12,60,f,f,2012-11-03
238edd52225b70b9a942b509c1853c98,8536e59664d960c99cfa2886c2536d30,f2903272baefa5724d6bb31b296cfc59,483999012101,29.866068,-95.135193,Houston,TX,77049,suburban,Sheldon Ind School District,Harris,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Special Needs,Special Needs,Technology,highest poverty,Grades PreK-2,30.00,855.83,1006.86,10,f,f,2012-11-03
1729b72f49893af6e5031386f9afad32,9d2860a2aab915879ce508e5f082f0b1,f55220781f066f79a080c19eaa052202,481131000608,30.037462,-93.821037,Bridge City,TX,77611,,Bridge City Ind Sch District,Orange,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Applied Sciences,Math & Science,Technology,moderate poverty,Grades 6-8,30.00,874.55,1028.88,40,f,f,2012-11-03
fee4ca450b9d1844e32490e7c865e124,82ea4f5dce4426aa9635ac4ff48a48d1,733e46d30637375956fe5a06a14b8a4b,060263000173,33.819615,-117.984421,Anaheim,CA,92804,urban,Anaheim Union High Sch Dist,Orange,f,f,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,Environmental Science,Math & Science,Supplies,highest poverty,Grades 6-8,30.00,619.74,729.11,240,t,f,2012-11-02
8b4c9a8d8d87845d035a408a387e79f6,fd54f1d7e77c2377e46e65e982f179e8,a7d2c71eee37a648457d10a1610a4bea,063531006007,33.762680,-117.851695,Santa Ana,CA,92705,suburban,Santa Ana Unified Sch District,Orange,f,f,t,f,f,f,Ms.,f,f,Music,Music & The Arts,,,Supplies,highest poverty,Grades 6-8,30.00,616.42,725.20,120,f,f,2012-11-02
f0758f9d524f61564c7a2758c3c9c526,7864235ee341d2da85f21dc9845a76c8,45b6164e397883a37f39ecd3eb13907d,170993000622,41.772071,-87.621682,Chicago,IL,60637,urban,Skyway Elem Network,Cook,f,f,t,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,30.00,359.01,422.36,300,f,f,2012-11-02
51cccd85bafff7c510f9f0026d416f5b,27617df635a6baebca08850d2ddf945c,2ac78bd823178cd0776ba3c00467dfd5,482391010757,29.943211,-95.249785,Humble,TX,77396,suburban,Humble Ind School District,Harris,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Foreign Languages,Literacy & Language,Books,highest poverty,Grades PreK-2,30.00,413.67,486.67,30,t,f,2012-11-02
18a3daf5abc67d006419be94117238c7,766096f08acc508245beb578c8d25470,5546afbfac665eacf2f512a0405b1ec6,062271003222,33.950153,-118.248322,Los Angeles,CA,90002,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Character Education,Applied Learning,Supplies,highest poverty,Grades PreK-2,30.00,424.67,499.61,24,f,f,2012-11-02
8f8da91a03822f90527fed50bd6f6fa7,8b91fb0bd0a479916d67f0797575a163,a21592a0ac2db80362d02d6212126b19,510313001289,38.786770,-77.506371,Manassas,VA,20109,suburban,Prince William Co Public SD,Prince William,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30.00,795.85,936.29,23,f,f,2012-11-02
3476de513657c9eaeb006d89882f34f9,214acf23d183dfa2f1dc16e7b3658320,f6e869e67c264b4c43d396f1a0b0066f,421899003690,39.981966,-75.146180,Philadelphia,PA,19122,urban,Philadelphia City School Dist,Philadelphia,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Character Education,Applied Learning,Books,highest poverty,Grades PreK-2,30.00,396.90,466.94,24,f,t,2012-11-02
bd964db6fcc9d366d11be7aaaef09a60,f4e87488e24d0994dd25c98d4aa62014,3bc64573ba97879acbdb2dc08f68cbb6,410883000095,45.402169,-122.611756,Milwaukie,OR,97267,suburban,North Clackamas School Dist,Clackamas,f,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,,,Supplies,high poverty,Grades 9-12,30.00,770.80,906.82,5,f,f,2012-11-02
ea913b4481d6b3d662154f418dcb99ac,0c1b30d4fa55840cf21e44565b94602e,5660ce465d8a1d136b643f0e4c511739,"",33.494927,-112.195264,Phoenix,AZ,85033,,Arizona Dept of Education,Maricopa,t,f,f,f,f,f,Ms.,f,f,ESL,Literacy & Language,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,30.00,458.52,539.44,15,f,f,2012-11-02
ad9b890b73510767bf4b825a7ac726d8,14a17a88b3ac908938332dd7dea7b197,b8ece9ca82948171edc6a2192adbbcfa,490021000252,41.102930,-111.931696,Layton,UT,84040,rural,Davis School District,Davis,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades PreK-2,30.00,772.76,909.13,45,f,f,2012-11-01
cfd2f62046d487e5a3ae2544dbcec61c,150ae107f58d9953e3208e0bae344cab,9289f181bc9c7566b4986a37270fce84,060231011444,37.337579,-121.840663,San Jose,CA,95122,urban,Santa Clara Co Office of Ed,Santa Clara,t,f,f,f,t,f,Ms.,t,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,30.00,221.93,261.09,100,f,f,2012-11-01
a7fcaffb3218c9a05a0208920d926bc5,77e1feecc11051b3b22d51c252f204e6,30c8d7eca111574394eb2e8c8cbff6ad,261200001679,42.432282,-82.979684,Detroit,MI,48205,urban,Detroit Public School District,Wayne,f,t,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 6-8,30.00,437.82,515.08,140,f,f,2012-10-31
44a263ad0da1bf4649949d7515213a9a,0b6d2525fdc23dc7944168c560c5b845,6ead8ebc7563710de2dbd791982bca54,062271003069,34.304871,-118.416847,Sylmar,CA,91342,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Social Sciences,History & Civics,Applied Sciences,Math & Science,Technology,highest poverty,Grades 3-5,30.00,351.81,413.89,26,t,f,2012-10-31
2f66284048d5cfa218c57027fff86f21,c170f0e91f2d46d466c8ac15cc11c7c4,46e3277de5bba30e1e3d63ee8ae95e88,"",36.123471,-95.875658,Tulsa,OK,74129,urban,Tulsa Independent Sch Dist,Tulsa,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30.00,316.11,371.89,27,t,f,2012-10-31
f310636c910db81dd02e68581cd7b711,f39fe159391d09b15e2e01c52e23a096,fab8c5bac529e64783723241263f3221,250354000858,42.398611,-71.018454,Chelsea,MA,02150,suburban,Chelsea School District,Suffolk,f,f,f,f,f,f,Ms.,t,f,Special Needs,Special Needs,Early Development,Applied Learning,Other,highest poverty,Grades PreK-2,30.00,142.20,167.29,28,f,f,2012-10-31
444db420842dc40eacf79ff0fb44df3f,281a37c5b0e695aa6c1833fa0a29e1b5,821916b729a990e35daa24adeb70a999,080492002025,40.004090,-104.721719,Lochbuie,CO,80603,rural,Weld Co SD Re-3j Keenesburg,Weld,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Books,high poverty,Grades PreK-2,30.00,255.41,300.48,30,f,f,2012-10-31
85e4dece9147d5b081ce624ab9d25552,ba4ec78f2e5af7c9c99e93ba31a426ab,5fc644b20c7459a14650bb76b829f5e9,062865004450,33.795337,-117.801184,Orange,CA,92869,urban,Orange Unified School Dist,Orange,t,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Supplies,high poverty,Grades 6-8,30.00,486.99,572.93,105,t,f,2012-10-31
5fa9d3ce7f5961995e0a5ef22eb69780,94432b12828d043e9565e11b9b7f3d5d,c4be9a04b195ccc7f9f4bbae00b90a16,060263000179,33.824276,-118.057043,Cypress,CA,90630,suburban,Anaheim Union High Sch Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Technology,moderate poverty,Grades 6-8,30.00,429.25,505.00,250,f,f,2012-10-30
3a217b440f769f06f0b10a1c8a49b729,884ea1bc5636dc569ff9f7a1c6a4ce4e,ce4c25695563826ee997f3c2e005854f,120105003595,28.525750,-81.721593,Clermont,FL,34711,,Lake Co School District,Lake,f,f,f,f,f,f,Mrs.,f,f,Social Sciences,History & Civics,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,30.00,193.36,227.48,25,f,f,2012-10-29
31c8ed01f0757c0d30d90a35b57f66a5,b5112f0abccbf8e58afb279795907b2e,b510a762da7f625ec68e2ea9b95eeb72,362601003584,42.801727,-73.935104,Schenectady,NY,12307,urban,Schenectady City School Dist,Schenectady,f,t,f,f,f,f,Mr.,f,f,History & Geography,History & Civics,Civics & Government,History & Civics,Supplies,highest poverty,Grades 3-5,30.00,506.49,595.87,23,f,f,2012-10-29
48ee709c8ac82af3e572e2595363555b,9e13d0706721e63ec18175c96d79c3cf,39de2138b8fe4928d2c41e1ebcc2201e,220165001267,30.288643,-89.767119,Slidell,LA,70458,suburban,St Tammany Parish Sch District,St Tammany,f,f,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,,,Books,high poverty,Grades 3-5,30.00,158.93,186.98,6,f,f,2012-10-29
4e7867c75e8239fd75e9d0f0f53fad54,e8eec5e0569cdfae3698fe603a48ad1e,a44eb5df2fb0c4307abb7549d975fbc2,320006000044,36.168804,-115.253311,Las Vegas,NV,89145,urban,Clark Co School District,Clark,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades 3-5,30.00,643.47,757.02,60,t,f,2012-10-29
52802a8e396d59d189029b08347c21bf,ff230f8b7d80f11a60dcc04ebcf871fa,dd2f6e4c6b490e924044000cb8664375,130129000521,33.891703,-84.566466,Marietta,GA,30060,,Cobb Co School District,Cobb,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 9-12,30.00,367.17,431.96,80,t,f,2012-10-29
7520e478862c333daf58615adbdc0716,eb2077d2fa4950b49ecd8e69fc00053c,3626aa6aa9d8af75b8e4adc23be9242f,062814004336,33.709988,-117.982483,Huntingtn Bch,CA,92647,suburban,Ocean View School District-Orange,Orange,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 3-5,30.00,581.04,683.58,70,t,f,2012-10-28
efe63943a6711e59cf3dd7c6fa459160,5d4e1d98b38877e0d56cc1a7da31fbf9,2de0f856b26d45dccb0ca23111db4be5,063531006002,33.762342,-117.843946,Santa Ana,CA,92705,suburban,Santa Ana Unified Sch District,Orange,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,30.00,354.74,417.34,30,t,f,2012-10-28
201e6f97660e9d32170ba6dc5a9e4799,aa4b6cac29de3818925684199db41804,440948185d4af8b558598432eb3a3763,421899003736,40.034126,-75.105668,Philadelphia,PA,19120,urban,Philadelphia City School Dist,Philadelphia,t,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,high poverty,Grades PreK-2,30.00,211.68,249.04,8,f,f,2012-10-28
c2bbe241c22bd6e6afe309b54ad75dcc,9d3a5f8c4a7fa479c75804bd78f4c8d9,d288436e1055dc5a111bb396bef86fa6,060588000526,33.912724,-117.910728,Brea,CA,92821,suburban,Brea-olinda Unified Sch Dist,Orange,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,30.00,927.16,1090.78,30,f,f,2012-10-28
7f68fa27373b20ab1d24d8a2dbd64630,511d43f8d417c116d71a60e541b59dd5,c7a4210ff4796f226f320cb5c1c0ebd7,062805012331,37.759701,-122.198883,Oakland,CA,94621,urban,Oakland Unified School Dist,Alameda,t,f,f,f,f,f,Mr.,f,f,Sports,Health & Sports,,,Supplies,highest poverty,Grades 6-8,30.00,607.64,714.87,225,f,f,2012-10-27
