resourceid,projectid,vendorid,vendor_name,project_resource_type,item_name,item_number,item_unit_price,item_quantity
0f0a84865a1f7cc9cc39c7bdca867a24,409eec79989a0497e1c55ad9fc8df3db,767,Lakeshore Learning Materials,Supplies,GY920X - Science Discoveries Pocket Chart Kits - Complete Set,GY920X,149,1
c42ba701c57642a08c967607a2662087,409eec79989a0497e1c55ad9fc8df3db,767,Lakeshore Learning Materials,Supplies,EE107 - Word Patterns Practice Cards,EE107,19.95,1
ad72682edb26bf06a914083f64c1a271,409eec79989a0497e1c55ad9fc8df3db,767,Lakeshore Learning Materials,Supplies,FF994 - Look What I Made! Art Frames,FF994,19.95,2
3ecd3ab4f2a542c27f8368812e256c12,409eec79989a0497e1c55ad9fc8df3db,767,Lakeshore Learning Materials,Supplies,DD108 - Write & Wipe Markers - Broad-Tip - 8-Color Set,DD108,8.99,1
e6265703ea970bbcbae379f8ab0f63b5,409eec79989a0497e1c55ad9fc8df3db,767,Lakeshore Learning Materials,Supplies,LL628X - Double-Sided Magnetic Write & Wipe Board - Set of 10,LL628X,87.5,1
94ccd0dfa3953e97177f84165264f5fd,409eec79989a0497e1c55ad9fc8df3db,767,Lakeshore Learning Materials,Supplies,DD481 - Sight-Word Tactile Cards - Level 1,DD481,19.95,1
f69aa31bf69237d0f8967c861f2a2baf,409eec79989a0497e1c55ad9fc8df3db,767,Lakeshore Learning Materials,Supplies,GG630X - Dramatic Play Writing Boxes - Complete Set,GG630X,89.95,1
e3c24fe35bf33d622e3585c1995dc8a2,409ce0db6d4ac01f22db1d1854bfd26d,82,Best Buy for Business,Technology,Griffin Survivor protective case for web tablet,BB12128194,79.99,9
f5b79b433f4b7bba18f3bcfee1078972,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,"Thermometer, Floating",671930,2.37,1
b132800b1759a0141ac4ba949c33458d,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,Twister(r) Magnetic Aquarium Cleaner,672008,11.16,1
5fbc40cffd07784ab26d144169b74437,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,"Elodea densa, Living, Pack of 50",162103,18.76,1
1ee0597b5ae6eea52c016d8a92138d65,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,"Aqua Gloves, Arm-Length",671996,25.6,1
055703f4f6206cd7adeb0814da9f5bb1,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,"Aquarium Tank Kit, Special, 20-Gal",670152,148.2,1
43dbb0d9d5a32b566aabd11ac16831c3,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,Gravel Cleaner/Siphon,672006,9.97,1
206b04f21ce333cef4579d46c8b57cff,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,Aqua-Timer,671534,7.84,1
103ea440839754b7f7a765e7b4e1969f,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,Laborett Water Test Kit,672264,28.02,1
05d35e343be653d22a0d275ffc0a89dd,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,Rio 2100 Submersible Pump,671936,96.9,1
3ecc99b5320436f124b6c5036af34cd6,407e5a430dd4c1a35dd106e3bdb86613,95,Carolina Biological Supply Company,Supplies,"EasyBalance(r) Water Conditioner, 16.9-oz Bottle",671946,8.79,1
81e7a182783dab3fcac8ecec4fa657a4,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,EMBROIDERY FLOSS JUMBO PACK OF 105,409695,12.25,3
e165a4a8b51663351afbffbc254b4b0e,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,"Quilt of States: Piecing Together America Adrienne Yorinks,",9780792272854,14.76,1
744560d06f794ea4ecc282226aed3722,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Quilting Answer Book,9781603421447,13.46,1
3442a802280aa293b28511d8cdead471,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,CHALK DUSTLESS ASST BX12,034313,0.85,25
43244a662d665044bf7c1db89e45b16f,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Home Crafts,9780865055056,5.88,3
53c6460544db34c3b3898215dd727393,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,CARDBOARD LOOM 6X10 PK 12,411126,5.14,4
249926ceaea748936bb637e30c7e82e2,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,LOOM METAL,233483,8.35,2
0a280375f3dafbe0650b09f074d900bb,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,TA4109 - Manila Drawing Paper - 9&amp;#34; x 12&#34;,TA4109,7.99,2
a7a080c48e03dbe1917c5542cef622b6,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,AB451 - Painting Bowls - Set of 10,AB451,8.99,1
0386364efb760a55e8ea190cc2b072aa,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,TA4409 - White Drawing Paper - 9&amp;#34; x 12&#34;,TA4409,9.99,2
339a5b098fa730ede71090aedf244ceb,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,PX2020 - Lakeshore Fully Washable Liquid Tempera Assortment,PX2020,27.5,2
ec17ca0fc5ad3a0b5ada1b291090ec2a,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,More Quilts from the Quiltmaker''s Gift,9780439519519,19.94,1
f1197a7be0f49cdba791d6f87c316064,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,LOOPS COTTON BAG OF 1 LB,433511,5.69,4
31b6f132a79c0810dce7d32056d54bc7,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,LA796 - Best-Buy Colored Pencils - Class Pack,LA796,59.95,1
6fcc928c465298e71ff2686c62017f01,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Reuben and the Quilt,9781561482344,11.84,1
bb7a060cf52be7fba3add4d7a88b1b91,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,"BA9112 - Pipe Stems - 1,000 Pieces",BA9112,16.95,1
f481b8307489a32374af07ebee7acf62,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,ORGANIZER 10 DRAWER MOBILE ASST COLORS,333887,71.14,1
989acde77a2bfa1bc3b13c38bf3afcde,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Quilting Bee,9780688163976,13.31,1
513d2f8597f629faa30bec531c120f53,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,TA60ACX - Construction Paper - 9&amp;#34; x 12&#34; Case - Assorted Colors,TA60ACX,54.5,1
ca335245be273cf8aef0bb5045d0f227,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,NEEDLE PLASTIC WEAVING 6,436523,2.65,4
08a9cf9e7da64524250a1737d8b4335c,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,GG350 - Washable People Colors&#174; Liquid Tempera Assortment,GG350,27.5,1
71d4819cce68b77e1e9e5afb6aaf0388,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,TA61ACX - Construction Paper - 12&amp;#34; x 18&#34; Case - Assorted Colors,TA61ACX,54.5,1
6bd2cfe4e95cc37bea11882afca5bed5,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Stitchin'' and Pullin'': A Gee''s Bend Quilt Patricia McKissack,9780375831638,13.31,1
3d75c944433493dfd01690f4f7967a52,4051ba17fbb57215bc34be36c6f164fb,21,Blick Art Materials,Supplies,EMBROIDERY HOOP/6IN WOODEN,66906-1006,1.27,20
243e05ee656c404184e3d9ce183d3b66,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Quilt Math,9780439385336,11.83,1
87b60ca3fcb33f7e5ea3213f1e0bb432,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Going West (My First Little House Books Series) Laura Ingall,9780064406932,5.17,1
23809ae109cc9d7761f5459bbb393489,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,TA4112 - Manila Drawing Paper - 12&amp;#34; x 18&#34;,TA4112,14.99,2
f6c5f817c54d3f6cef2936f02fe9b421,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Cassie''s Word Quilt Faith Ringgold (Illustrator),9780553112337,5.17,1
d88afa88264ad153f2d2a89af4248d4e,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,RS264 - Best-Buy School Glue - Gallon,RS264,13.99,1
1adaf4928062bf8cd3543abaf30e1480,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,"Oma''s Quilt Paulette Bourgeois, Tara Walker (Editor), Stepha",9781553376255,4.4,1
7136b64803383e1ce84933d7e4a5ea16,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Quilt Gary Paulsen,9780440229360,4.43,1
d24fc3f2cb34427ceb7e9c7f8f980384,4051ba17fbb57215bc34be36c6f164fb,45,ABC School Supply,Supplies,GLUE ELMER'S SCHOOL 8 OZ,008973,1.42,10
4eb46be334f9a05ac3165f3ead22c7ef,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Mooshka A Quilt Story,9781561456208,12.54,1
75c6869e00d8c047bd1d2bf777b1b926,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Grandpa''s Quilt,9780516265513,3.66,1
a41883e832679286f9d060b405375ef9,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Quilt,9780688038250,13.31,1
4844c1ff6383838fab63e1540367a80d,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,Golly Sisters Go West: (I Can Read Book Series: Level 3) Bet,9780064441322,2.95,1
8520f162ecd770154ed48553d6e11191,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,LM923 - Super-Safe Craft Tape Center - 1&#34;,LM923,59.95,1
f2ce0269fa14e3b0402aa2b93ed73969,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,"Pieces: A Year in Poems  Quilts Anna Grossnickle Hines, Anna",9780060559601,5.17,1
812ee3b5a105f381fb17bd7ab61c03e6,4051ba17fbb57215bc34be36c6f164fb,21,Blick Art Materials,Supplies,UNBLEACHED MUSLIN/38IN EA SOLD BY YARD,63104-1338,2.97,8
685538e80d2437d67c65cae41cb57644,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Boy and the Quilt,9781561480098,5.14,1
b2d7aaaa94af9b4fb6ca1e663d864c70,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Elephant Quilt,9780374382230,12.54,1
1b4690fc6b56d4db3c4d5be411d34a56,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,LC383 - People Colors&#174; Craft Paper,LC383,6.95,2
8b707abcf1511701e71cae37e98fee05,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Quilt-Block History of Pioneer Days: With Projects Kids,9781562946920,6.62,1
24013807ce9e690f9eba4d3d7c7c61ee,4051ba17fbb57215bc34be36c6f164fb,21,Blick Art Materials,Supplies,BEADING NEEDLE/XFINE W/THEADR 6PC,62981-1006,1,5
39212e960262efed93323b0978191d9d,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,TA4412 - White Drawing Paper - 12&amp;#34; x 18&#34;,TA4412,17.99,2
8eba78f8c9e9ef6803b800a9d45a1d22,4051ba17fbb57215bc34be36c6f164fb,767,Lakeshore Learning Materials,Supplies,LC1340X - Nylon Bristles - 10-Color Set,LC1340X,7.95,4
213b88ac725d8dbc98cf3cbd426036cc,4051ba17fbb57215bc34be36c6f164fb,7,AKJ Books,Supplies,The Kindness Quilt,9780761453130,15.29,1
7fc4b2e53d9be34399de1627d21da039,404edd7f13f7b7291d188e9b8bddca34,27,Amazon,Technology,AlphaSmart Dana - Handheld - Palm OS 4.1 ( 560 x 160 ),B00007FV2Z,52,8
5dc62ed32598f32be7f78f1e71cceb7c,40024d5bbbb038af9303a3c9a7e76dfc,430,Woodwind and Brasswind,Other,RB2315 Medium-Density Rubber Mallets,468085.902,2.49,24
49a7ade4e490cf52dc4d169801b1701b,40024d5bbbb038af9303a3c9a7e76dfc,430,Woodwind and Brasswind,Other,RB2130 Plastic Resonator Bells,468072,29.99,4
485e4790056f2828bbbc122e9987b55f,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,GF706 - &#8217;Smath,GF706,16.99,2
a497e9b8c112f0629dbc404a73d2308e,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,HH828 - Student Timer - Set of 6,HH828,29.99,1
2cd3671a00473c0f1311d96ea3fb67e8,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,FF139 - Brainteasers! Number Sense Activity Box,FF139,16.95,1
398ce84acd2f0fd30ebce6843c97aa7b,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,LL327 - Division Collision Game,LL327,19.95,1
e8b0065726dbf513b13c682912646822,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,FF549 - 3-In-A-Row Division Multilevel Games,FF549,24.95,1
14fabfee53a2304d3975ed8c3bf15dd0,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,HH371 - Help-Yourself Multilevel Math Fractions Center,HH371,39.95,1
85a2139926bb820028807cf97eecf4ef,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,TT400 - Mastering Math Games Library -Gr. 1-3,TT400,95,1
02f07e13f91a56aabf846393e62b3134,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,HH629 - Grab & Play Partner Math Games - Gr. 3,HH629,79.95,1
9bc9ef36b5c9d896f5a85cab05f317b3,3fe6d979a381acb59ea93575511c20bb,767,Lakeshore Learning Materials,Other,FF548 - 3-In-A-Row Multiplication Multilevel Games,FF548,24.95,1
bfafac22244ff0de268b433d34eea3d1,3fe46f002f8b5a180adb2758466d19c0,430,Woodwind and Brasswind,Other,R102 Series 4/4 Size Violin Outfit,585730.944,269.99,30
2cbbab1bd121d8b8752797dc33306abd,3fd302bafc3f3b51a6f43eb76a07e1ea,7,AKJ Books,Books,The Golden Compass,9780440418320,5.91,30
1935152d2241c4a634124ffe4556cfec,3fc15b263b8c91c432b15e1ea354a88d,1020,MakerBot,Technology,MakerBot Academy - 3D Printing Bundle,makerbot-bundle,2000,1
cf3be569dcd847539e1ef127588227e3,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Brown (16 oz.),33301-BR,2.5,1
06da770fcc696eb1c2f0e865b49c5d2b,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Glue Spreaders (Set Of 10),60447,4.95,1
bf88f765a8e37cd567645187ac06d050,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,500 Wiggly Eyes,61181,16.95,1
474663921437de90dd6d2da53bd69431,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Finger Crayons (set of 20),85700,11.95,1
08a5d1680d0d6c02cb6e65164ad7ea13,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Black (16 oz.),33301-BK,2.5,1
6701eb7fe0066ddacfdf85ce626e3374,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - White (16 oz.),33301-WH,2.5,1
2fcf227427008c57a8741b863d91d4fb,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Red (16 oz.),33301-RD,2.5,1
d1c37eb70ac872e7aeb8e11630269467,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Sand Wheel Factory,61145,13.95,1
fe591b508171598bd759b7c1ae087dcf,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Green (16 oz.),33301-GR,2.5,1
a81ba81a069d3c4268790edcb00a5f32,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Super Clay and Dough Tool Set,60483,37.95,1
8e537808757dcf6873a68c5660f66d5f,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Colorful Kidfetti (10 lb Bag),18148,42.95,1
25ddae5dcdfb42456813494a3bf882d6,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Paint and Clay Texture Kit,89385,52.95,1
a76b61c350e844b7397bb5ca602268a3,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Purple (16 oz.),33301-PU,2.5,1
9bdcc761695d715ebfa44a2e7f5c906d,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Fabric Brushes (Set Of 6),61165,21.95,1
2a9cf122bab6829becc7af1c4b0b9608,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Paint Scrapers with Storage Tray,84265,14.95,1
e7389ef47825018d2ece495c64c0022d,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Exploring Sand and Water Set,30143,20.95,1
fac54c648cbda7532f23d52069eab6c2,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Yellow (16 oz.),33301-YL,2.5,1
0e27e4317fef8941052a7e69adb43625,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Funky Paint Brushes (Set of 3),84092,9.95,1
76b5ed7d70d513c6400d61f8f105b4bb,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Wonderfoam(r) Pattern Rollers Set of 10,85869,25.95,1
62e4767d8696ec707410fc8eb3a998e8,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,My Arttm Spinner,00203,26.95,1
b5b00e08690af57a0b19d7ab6898fe13,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Rubbing Plates Shapes,30307,14.95,1
123e74d5e41c7aab320814f95dda6209,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Orange (16 oz.),33301-RG,2.5,1
30b28d7b4903e6809e71d636877b1457,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Kaplan Kolors Washable Tempera Paint - Blue (16 oz.),33301-BL,2.5,1
953dbcd7f1264ed26d7a1c3c85df571d,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Creative Design Brushes,89369,15.95,1
c955a6822b407ef568604dceab9eeac9,3fb9d27f61b0ae9a1af8e6bd1e01d37b,2,Kaplan Early Learning Company,Supplies,Toddler Long Sleeve Smock (Set of 4),30496,21.95,2
960f732bb50ca284ebd051d49cc5ae49,3fb0c1205c8f071887c9d565ec167a06,194,Time for Kids,Other,TIME For Kids - Grades 3-4 - 24 issues / Minimum of 10 subscriptions,tka2yr1,4.88,21
93ea79adb45bff547afd3017505aff9e,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,Stone Soup - Paperback & CD,86705,7.64,1
2a22fd36736f1679978de83f3136ecb6,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,Over in the Meadow - Hardcover with CD,26640,14.44,1
250f79b4ba8b5be5c1409706d09a9847,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,Three Little Pigs - Paperback & CD,86699,7.64,1
b4d28a8717e165d1c01db02d39cdfd4d,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,Little Red Riding Hood - Paperback & CD,86700,7.64,1
58c17e020c8f0e5545b85ee3ebc46cec,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,Sheep in a Jeep Book and CD,81947,9.34,1
ac97b020baf20152a6a1f3d73e8fb6f1,3faa037d4fde63e9a5d58daf3f9f4f92,767,Lakeshore Learning Materials,Books,"CB783 - Listen, Read & Rhyme with Dr. Seuss",CB783,39.5,1
12515a79029467ab49542b20c1dbbbda,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,Three Little Pigs Book and CD,81949,9.34,1
884c4cc73a9d75f9aed1e7736c86823e,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,Goldilocks and the Three Bears - Paperback & CD,86697,7.64,1
013141850636fe009c1dbe3b78ed0352,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,The Gigantic Turnip - Hardcover with CD,26642,14.44,1
e3c5f7571457b8381428e4cad78e4652,3faa037d4fde63e9a5d58daf3f9f4f92,2,Kaplan Early Learning Company,Books,"One Fish, Two Fish Book With CD",60539,8.46,1
208fc41f723545f2de8771d90dec7ce5,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,FF344 - Grab & Match Leveled Place Value Quickies,FF344,29.95,1
037bf1bbbda832e8e43d6b437a6f5121,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,TT258 - Math Quiz Game Show - Gr. 1-3,TT258,49.95,1
87e215c167124645d638decb5be1fdea,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,FF345 - Grab & Match Leveled Operations Quickies,FF345,29.95,1
2f0745e21a97894df5dc7a89e6fa1503,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,FF899 - Place Value Equivalency Puzzles,FF899,12.95,1
8b370a2f2aea517b87a4b6a6bada5149,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,RA587 - Foam Number Dice,RA587,29.95,1
83a9825b395458360a2569a91d150507,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,DT577 - Math Start Stories - Gr. 2-4,DT577,59.5,1
258b7bf96634739dfe0a5025e0bf0014,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,EE441 - Daily Math Practice Journal - Gr. 1-3 - Each,EE441,3.79,1
2ed2b392bd3fb0c42d90b26f69bfc120,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,LL114 - Problem Solving Journal - Gr. 1-2 - Each,LL114,3.49,1
034a215747d6dcafcb247df927cbf393,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,"LL983 - Fractions, Decimals & Percents Circles",LL983,22.95,1
5005d0ee1413435c9daa97ad746c1de1,3f9552d0b020b892b9575192a829fc80,767,Lakeshore Learning Materials,Supplies,FF898 - Fractions Equivalency Puzzles,FF898,12.95,1
5aadb977c5e6527270ee398f49b68085,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL BLOCKPRT INK/GRN 8OZ,40303-7005,6.53,1
0375b10fc6472b2bf1d6bd075e5dfdc9,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,LOKTA PAPER PACK/YLW/ORG CRAFT,12495-4280,8.46,1
3339f014e4ac431ac06d8e7c1991e3cd,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL BLOCKPRT INK/BLU 8OZ,40303-5005,6.53,1
7dc39a8f0417f189951f9acbe03c8676,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL BLOCKPRT INK/BLK 1LB,40303-2006,11.52,1
b304c7ddee489792f9f9b952ba5296f9,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL BLOCKPRT INK/WHT 8OZ,40303-1005,6.53,1
b1954a78ce43d277746861cee05f26fe,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL LINO HANDLE/BRGNDY,40201-0000,2.69,12
1cee0724116488a121129c5a7718c09c,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,DECORTVE PAPER SCRAP/MULBERRY ASSRTD PACK,12465-3590,2.54,5
f3b780d73c21e93430dd84053e33a496,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL FLXPRT PLATE/PKG12 9X12,40405-1003,53.49,2
b4fd8c5c113086d5ba082cca896fc1f5,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,LOKTA PAPER PACK/GRN CRAFT,12495-7020,8.46,1
9e5750b8ca610036c7b8561fe7367e0f,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,BLOCK PRINT PAPER/18X24 50LB 100SHT,10402-1009,14.03,1
fed8885fded5b2cba1a2ea3532b599b1,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,DECORATIVE PAPER/ASSORTED 1/2LB,12440-1005,8.74,1
faa36190688c35301f51ad8890ace395,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL BLOCKPRT INK/RED 8OZ,40303-3005,6.53,1
211d6f744cbfe40980f3544fc254983d,3f94aaf10518a480bb7da009c7dbd309,21,Blick Art Materials,Supplies,SPDBALL BLOCKPRT INK/YLW 8OZ,40303-4005,6.53,1
46a93c321cecd56abfd143d44766ed16,3f8b29f9c295bf828ff9ff5073bc9e51,27,Amazon,Technology,"Apple iPad Mini MD528LL/A (16GB, Wi-Fi, Black & Slate)",B00746W3HG,324.95,2
a0ae256c52d6ec96e0eb6b347245be20,3f8b29f9c295bf828ff9ff5073bc9e51,27,Amazon,Technology,SquareTrade 2-Year Tablet Protection Plan ($300-$350),B004M5QPDK,67.57,2
0f71f2051b5c74983ef353414fa2d415,3f8b29f9c295bf828ff9ff5073bc9e51,27,Amazon,Technology,Fintie (Black) 360 Degrees Rotating Stand Leather Case Cover for Apple iPad mini 7.9 inch Tablet With Auto Wake / Sleep Feature - 9 Colors Options,B009S4RDA4,10.99,2
a8496ab00a6ce3d92c3e68bfce08075f,3f5939cec230b3a51691f3786214fb31,82,Best Buy for Business,Technology,Sony VAIO E Series VPC-EH24FX/P - Core i3 2330M 2.2 GHz - 15.5' TFT,BB11508237,579.99,1
6dd6cff8205e66c4130c90167cedd432,3f342dc7b4b37a148905ddc97efac192,27,Amazon,Books,National Geographic Student Atlas of the World Third Edition (National Geographic Student Atlas of the World (Quality)),1426304463,9.32,20
15968ca29da31f0d10aa7864e6f4c17c,3f06c92fe6f761601a184d15fa1dd3ee,754,Sportime,Supplies,MARKERS REPACK SPOT POLY 9'' - SET OF 12 - SCHOOL SMART,005104,23.74,2
