projectid,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
81f3798493468683b4b9179bdac39b46,f,t,t,t,f,f,f,f,57.0,9.0,1.0
81d3ec911bde671aa63bd68847385c33,f,,f,,f,,,,,,
81d12efde3dc4d14610c93ebb9493faf,f,,f,,f,,,,,,
81be506b91ee6e175a317092713512fd,t,t,t,t,t,t,f,f,91.0,4.0,36.0
81acc6dd3d461ac6953d403046c73997,f,t,t,t,f,f,f,f,55.0,6.0,1.0
81a255f69b02d75459ac18acc3c99878,f,t,t,t,f,t,t,f,30.0,1.0,7.0
819d69bbaeacfd842467584b210e5230,f,f,t,f,f,f,t,f,,0.0,1.0
81963b0bf483ba38774f1524d7c5402f,f,f,t,f,t,t,t,f,66.0,0.0,4.0
818b180d192b37142a83c7c9c07f6177,f,f,f,f,t,f,f,f,100.0,0.0,1.0
8180880aa0e9b822581553bc531d22fb,f,f,t,t,f,t,t,f,55.0,0.0,11.0
8179be85ea2fe89a0dd383227d39baaa,f,f,f,f,f,f,t,f,50.0,0.0,2.0
8172e09db2dc9140d6e97fb3a59ced5d,f,f,t,t,t,t,t,t,100.0,0.0,9.0
8171a51b57278b84991b82c30e627225,f,f,t,t,t,f,t,f,100.0,0.0,2.0
816c23a32d45d69d5af7b750a050395e,f,f,t,f,f,f,t,f,0.0,0.0,2.0
815a2d89f83d4cb0e682367db686224a,f,f,t,t,f,t,f,f,0.0,0.0,7.0
81481042a6a4cea5444bce1312c8f587,f,f,t,t,f,t,t,f,33.0,0.0,5.0
8122e2c036628819bfa8a34d9d845fed,f,f,t,t,f,t,t,f,50.0,0.0,11.0
81211b914e787944d4cfe68ed757b36a,f,f,t,f,f,t,t,f,50.0,0.0,4.0
8114631f5c94a5610a57431aa564cb89,f,f,t,t,t,f,t,t,100.0,0.0,1.0
81044c10ea5bc1c23e9c96b7ed4df930,f,t,f,t,t,f,f,f,71.0,6.0,2.0
80fe0e0a6117c03570f380a545c83289,f,t,t,t,f,t,t,f,20.0,5.0,8.0
80f78478ed4be5d4734759707b463ff2,f,f,f,f,t,f,f,f,100.0,0.0,2.0
80f2b65ba3c83f68578d95ece7c9c9ff,f,f,t,t,f,t,t,f,60.0,0.0,5.0
80c21da378b7ddabbfc164797fdf9096,f,t,t,t,f,t,f,f,48.0,24.0,5.0
80a3ae0b5e496121c385b182828c87a8,f,t,t,t,f,t,t,f,53.0,1.0,9.0
809d995d83ec2fda6cf02af164148bcb,f,f,t,t,t,t,f,f,88.0,0.0,14.0
807de1c54ba7d9d6081268cd9c606de1,f,f,t,t,f,t,t,f,0.0,0.0,3.0
8054112c1b85465898027db0643a0939,f,t,t,t,f,f,t,f,50.0,2.0,1.0
80451ecdd46b855d25a52e7b747fde61,f,t,f,t,t,t,f,f,75.0,2.0,3.0
8040f2f101c85e369dbc057145aae5a9,f,f,t,t,f,t,t,f,50.0,0.0,11.0
803e2bbf5283640c992a1adea0b400be,f,t,t,t,f,t,t,f,50.0,2.0,4.0
803802db05c85cbe9c51cccb76ce1b84,f,f,t,t,t,t,f,f,66.0,0.0,3.0
7fbed9edefeb23605873296dc751b6b4,f,t,t,t,f,f,f,f,45.0,12.0,0.0
7fb897b1d93e0d85b4800700ebe2cda8,f,f,t,f,f,f,t,f,0.0,0.0,2.0
7f84d86f09d5eb4b976002e03253c67a,f,f,t,t,t,f,t,f,100.0,0.0,2.0
7f71400383935b38ebb0bd0a09b94abb,f,f,f,t,f,t,f,f,20.0,0.0,4.0
7f68fa27373b20ab1d24d8a2dbd64630,t,t,t,t,t,t,t,f,66.0,1.0,3.0
7f625eb5b0b94ec708e322e6363fb6d1,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7f46cdb544da7eed5a340617713204f6,f,,f,,f,,,,,,
7f468f76017dbecd6130685753df15e8,f,,f,,f,,,,,,
7f4148f987138adb4cd53039d8516bfd,f,f,t,t,f,t,t,f,33.0,0.0,3.0
7f060e9724c58ceb4eb9b6649c676c28,f,f,t,t,f,t,t,f,33.0,0.0,4.0
7f029464b708ab47d912cc5c97ea6887,f,,f,,f,,,,,,
7ef1d9e8f781b29e4b4366891655e65b,f,f,t,t,f,t,f,f,40.0,0.0,4.0
7ec4a1df8e398959bf356333d4e42704,f,t,f,t,f,f,f,f,50.0,1.0,2.0
7ec2e3051f4a9d48beda57edc8ae3605,f,t,t,t,f,t,t,f,44.0,1.0,11.0
7ec274e3e34bef8136021db1c277dd94,f,f,t,t,t,t,f,f,100.0,0.0,28.0
7ea1ddc66e44254df6bed0edbb015bbc,f,t,t,t,f,t,t,f,57.0,5.0,5.0
7e8d8f114a469d3508d8726ba11b8b47,f,,f,,f,,,,,,
7e8948c3ffc2d7e14ea310ceabecd9d4,t,t,t,t,t,t,t,f,80.0,3.0,5.0
7e7b99cf040e41c951ae58c6f71ef301,t,t,t,t,t,t,t,f,88.0,9.0,3.0
7e6924c3003298607e2bd49a4daa4b1f,f,f,t,t,f,t,t,f,50.0,0.0,3.0
7e44ab2305dea4eb89fe9c52ef7647dc,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7e4109074c8fb6c07033ba07a40eba94,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7e3f9d91a076590782263581bd32671e,f,f,t,t,f,t,t,f,25.0,0.0,4.0
7e3e20b4dd2fe6629b41e8aa00ed0a49,f,t,t,t,f,t,t,f,50.0,1.0,3.0
7e3beaf282fef4e09e09dcd9d7fc2ee1,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7e22868bee27d50b01d1b6341dfc8d5e,f,f,t,t,t,f,t,f,100.0,0.0,1.0
7e1884ecafb4f5c00c35d333ead0b115,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7e08e38af41de01076ee1fefb9e0131d,f,,f,,f,,,,,,
7e0326f20c98b7b5195ba5c2ea60c0ed,f,f,t,t,t,f,t,f,100.0,0.0,1.0
7da2d6b06239928e6d219190eead5b45,f,f,t,t,f,t,t,f,9.0,0.0,22.0
7d9f1a5cdff7a47058fb0c113baecc9b,f,f,t,t,f,f,t,f,0.0,0.0,2.0
7d896af8ece28aca79217fd47e088c59,f,,f,,f,,,,,,
7d5c79f1b67dc13ef255857e2372cd57,t,t,t,t,t,t,t,f,70.0,6.0,10.0
7d59b2b731392d568a6f85980c4cd3d5,f,t,t,t,f,t,f,f,60.0,3.0,7.0
7d2f7c45596f8edc6f112cfe65cb111e,f,f,t,t,f,t,t,f,53.0,0.0,3.0
7d2cec4cb61b2219faceef393723086e,f,f,t,f,f,f,t,f,,0.0,1.0
7d1b1c3817519b0f2ef5e3b56f10a85c,f,f,t,t,t,f,t,f,100.0,0.0,1.0
7d086d92153b2d54a9d4c67df19dcc5c,f,f,t,t,t,t,t,t,83.0,0.0,6.0
7cf41fb7e35dca1ecdc6c30bb7e5bb0b,f,f,t,t,f,t,t,f,50.0,0.0,3.0
7cdd2ee63dc98386cbf3e60de7ce337d,f,f,t,t,f,f,t,f,50.0,0.0,2.0
7cc8912f7523ea7306739f814434b131,f,,f,,f,,,,,,
7cbd25de1e5b24e89c6ad3b4a9e4230a,f,f,t,t,f,t,f,f,4.0,0.0,4.0
7ca46c9a8cd9acee176d5a2374e355ec,f,f,f,f,f,f,f,f,0.0,0.0,1.0
7c8249d6610f5e769eb77b4af1980bb4,f,f,t,t,t,t,t,f,76.0,0.0,20.0
7c76bbf53483fd79f1b774941aadd96c,f,t,t,t,f,t,f,f,25.0,5.0,3.0
7c690fd8f15bdb4cac3bda813fa68f2a,f,f,t,t,f,t,t,f,20.0,0.0,5.0
7c41ab455d1663c755e76dd560b7f048,f,t,t,t,f,t,f,t,22.0,8.0,3.0
7c40dea2e5dfef74fc036cf732172a1a,f,f,t,t,t,f,t,f,100.0,0.0,1.0
7c2e25a57371178471df2064f3e07e8c,f,f,t,t,t,f,t,f,100.0,0.0,1.0
7c27fd6b83c0eeb9a63380379a60b4ed,f,t,f,t,t,f,f,f,66.0,1.0,2.0
7c0a56615fe10e132417e272643cebed,f,f,t,t,f,t,t,f,0.0,0.0,3.0
7c04d1d46100187d640138201295c601,f,f,t,t,t,t,t,f,66.0,0.0,3.0
7be1f1da8864f2d511bb9bce7d934c14,f,t,f,t,t,f,f,f,100.0,1.0,0.0
7ba9dad72cd72fbb35b3e67ff935d375,f,t,t,t,f,t,f,f,50.0,2.0,3.0
7b9c36f6d9ef3f5c4c412f248692a55b,f,,f,,f,,,,,,
7b43e9cc47e73eaa14c39c822c523b5c,f,f,t,t,f,f,t,f,0.0,0.0,2.0
7b3649c003fe8da789e04ec7da4afa84,f,f,t,t,t,t,t,t,76.0,0.0,10.0
7b27fe900e403dc329817cf894feba15,f,f,f,f,f,f,f,f,0.0,0.0,2.0
7b22d00129bab18578805f8383dfcadd,f,t,f,t,f,f,f,f,50.0,2.0,2.0
7afb79b2a94f9bcdaae1af7000d9a178,f,f,t,t,f,t,t,f,60.0,0.0,8.0
7af9aef355b2fcff6b6367eb591c1ca4,f,f,t,t,f,t,t,f,33.0,0.0,5.0
7af896ce8cd3605b27b50faab842438b,f,,f,,f,,,,,,
7af53e151cc792d789ad05c9772dce4e,f,,f,,f,,,,,,
7ae21b1eecf22f641083bc1943bd748e,f,f,t,t,f,t,t,f,50.0,0.0,6.0
7ad7ce2e1594745d7a104ed7508adda8,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7ac8683262b10026088b21e8ee41e3fd,f,f,t,t,t,t,t,f,66.0,0.0,11.0
7aab0f71b64f5578f95ac7a87cf5d269,f,f,t,t,t,t,t,f,83.0,0.0,7.0
7a966cbb16ba8da8ca28574ec68d0e59,f,t,t,t,f,f,f,f,60.0,4.0,1.0
7a823b159817dcb3e7b3ef47bde0c9c1,f,f,f,t,t,f,f,f,100.0,0.0,1.0
7a636283c9415a08b300d876b3e26c7b,f,f,t,t,t,t,t,f,77.0,0.0,13.0
7a3e25723c2aa2efdd47fe271fda102a,f,f,t,f,f,f,t,f,50.0,0.0,2.0
7a16c74002edde23526a1a698c2a6f38,f,f,t,t,f,t,t,f,50.0,0.0,3.0
7a11ba04d2d004924b4cd23f03f81062,f,t,f,t,f,f,f,f,,1.0,0.0
79d0ab78b00331007c09fa18815ce5f9,f,t,t,t,f,f,t,f,50.0,1.0,1.0
79a15f48a46f3284c859a38c5ce18177,f,f,t,f,f,f,t,f,0.0,0.0,1.0
798c7a7cf13389c892b61acba444fc1f,f,t,t,t,f,t,t,f,50.0,2.0,6.0
79503a3613a7861daef13eddf54bf076,f,f,t,t,t,f,t,f,100.0,0.0,2.0
793e22d6fe4fc04e98a60157d7d913a8,f,f,f,f,f,f,f,f,,0.0,1.0
790acb1b634aa46038a642e4b78203ce,f,,f,,f,,,,,,
78f48d852a9fffd680ef660170f8b496,f,f,t,t,t,t,t,f,66.0,0.0,3.0
78f36a1e0f0ae5cf6e4e367aa7273401,f,f,f,f,f,f,t,f,,0.0,1.0
78e702a68a6180bbeae478a8fb918126,f,f,t,t,t,f,t,f,100.0,0.0,2.0
78e097921abf9111d0a515301bb81389,f,,f,,f,,,,,,
78dba1b83e0b3f2979df1563e19274d3,f,f,t,t,f,f,t,f,0.0,0.0,2.0
789c1ddab63cce601fc598c358df13d0,f,f,t,f,f,t,t,f,0.0,0.0,4.0
7891c88da38ffda1bcf34a66d5a43e46,f,f,t,f,f,f,t,f,0.0,0.0,2.0
788675620d0540fe41888b85fcb599b7,f,,f,,f,,,,,,
78828ab401e097158569c3450c111e45,f,t,t,t,f,t,f,f,44.0,8.0,4.0
786ac3c95f408e816f57072cf633a8c4,f,f,t,t,f,f,t,f,0.0,0.0,2.0
7813e73e853edcae356eeab2a933c546,f,f,t,t,t,t,t,f,83.0,0.0,7.0
77ea44631587e18875e328e24ceac6d7,f,t,t,t,f,f,f,f,44.0,6.0,1.0
77e7bffcb7b3f26bfba9f5b712e8acfe,f,f,t,t,t,t,t,f,66.0,0.0,3.0
77b670fd8020b5b937d00cc524600f76,f,t,t,t,f,t,f,f,45.0,7.0,3.0
77a0c4ca2dc0af7fab10472257db9316,f,t,t,t,f,f,f,f,33.0,4.0,0.0
779c1f588c4878b785556a44ffa2f038,f,t,f,t,f,f,f,f,33.0,2.0,1.0
773617146c5f27ecd5bd5f4e72979dd8,f,t,t,t,f,t,t,f,50.0,9.0,3.0
770f32b2c5fea922651f5978ebf569fd,f,t,t,f,f,f,t,f,50.0,1.0,1.0
770c3a52275fcff92995c5787b1040c3,f,t,t,t,f,t,t,f,35.0,6.0,7.0
7701a987a68b7e80b84202cfd5af5f5f,f,,f,,f,,,,,,
76f4cba23dc78bf9a9b604a34c3a9d47,f,f,t,f,t,f,t,f,100.0,0.0,2.0
76e7b667613ccefa42235ae29c69e3ea,f,t,t,t,f,t,t,f,20.0,5.0,3.0
76e4adfe11cbcc7f434d3d5098d49e00,f,t,f,t,t,f,f,f,66.0,1.0,2.0
767877eb817281b5ca299495e1abb12c,f,f,f,t,f,f,t,f,0.0,0.0,1.0
765be90ee5e3d82dc527570e15534d5f,f,,f,,f,,,,,,
761f559c8709be19f1a89ad86de96c52,f,f,t,t,f,f,t,f,0.0,0.0,2.0
75e18a2f3cacdd8184c8eb352342cb8b,f,t,t,t,f,t,f,f,45.0,4.0,5.0
75c704ec18a6aa13968d170503de7f8c,f,f,t,f,f,f,t,f,0.0,0.0,1.0
75c0fc19f3d4aa8c494c580616bd4607,f,,f,,f,,,,,,
75ba1523358ac7e9615acdf183f88141,t,t,t,t,t,t,t,f,64.0,6.0,7.0
759634913c8ff60e3d0be4782ac550e7,f,f,f,t,f,f,t,f,0.0,0.0,2.0
758e67fcb0e5d23988b46944113bf72d,t,t,t,t,t,t,t,f,66.0,1.0,3.0
7572b5230904ae51802eb03fc3ec71cb,f,t,t,t,f,t,f,f,36.0,10.0,10.0
75604bb83243be734b6c18f8a9b06e54,f,t,t,t,f,t,t,f,60.0,1.0,10.0
75443d939817205d9af52fa289ecb8b7,f,f,t,t,t,t,t,f,91.0,0.0,19.0
7520e478862c333daf58615adbdc0716,f,,f,,f,,,,,,
751c74ed4c99b1ddad6ade7400b798c2,f,t,t,t,f,t,t,f,42.0,1.0,7.0
75177b05579c8de3cad1c7cd9f88b9cb,t,t,t,t,t,t,f,f,87.0,2.0,10.0
751205b27efea61b6d9b466b09adacaa,f,t,f,t,f,f,f,f,60.0,4.0,2.0
74f318170a7864a6dfb10432e457296c,f,t,f,t,t,f,t,f,100.0,1.0,2.0
74ee7aab2cb3e2b1e8544b4df8f5df1e,f,f,f,t,f,f,f,f,50.0,0.0,2.0
74ce5cbe5ad1ff234f8bd7ebb67af586,t,t,t,t,t,f,t,f,75.0,4.0,2.0
746217208b56df74378654ef8190c7d1,f,f,f,t,t,t,t,f,66.0,0.0,4.0
7461c7bae102718f85dd21c1f36688b8,f,t,t,t,f,t,t,f,54.0,13.0,24.0
7439f3f88aa4ce91c81fdaf6ff9ec87c,f,t,t,t,f,t,t,f,42.0,9.0,16.0
741a161f63bb94ec34fc7c31148f8aac,f,f,f,t,t,t,f,f,100.0,0.0,3.0
73fb29b0cd1dfb8d65b574b4c3c087c8,f,f,t,t,t,t,f,f,75.0,0.0,5.0
73f862663cad27336a3ac84e89c54a8a,f,f,t,f,t,f,t,f,100.0,0.0,1.0
73edad46f0f96cd0649f4cb7b5eb5e18,f,t,t,t,f,t,t,f,20.0,2.0,4.0
73cef22006308a5fd1936c9d27422634,f,f,t,f,f,f,t,f,0.0,0.0,1.0
73ba1b7cc58bc3c0dedd90acfc1480a8,f,t,t,t,f,t,t,t,48.0,2.0,21.0
73b70a73d2a7c59a4d452f7e3de4111b,t,t,t,t,t,t,t,f,75.0,2.0,3.0
73b168d8bf04e7bc77a4b709c489d550,f,f,t,t,f,t,t,f,40.0,0.0,5.0
73b08d4ddfba5f45711e42eb7ab77fa5,f,,f,,f,,,,,,
73a6631fd3d0debdc75e2cfde6b88e7a,f,f,t,t,t,t,t,f,66.0,0.0,3.0
73a2376ffc7dd3044bdefc2b0061b337,f,f,t,t,f,t,f,f,0.0,0.0,3.0
73804765c20bea01a1fdebe3553ab8bc,f,f,f,t,t,t,f,f,100.0,0.0,3.0
7355a24e8ec79de9eff3662113cfd382,f,f,t,t,f,f,f,f,50.0,0.0,2.0
732bfd5b3c175261c3e6f9d77d8580e2,f,f,t,f,t,t,t,f,80.0,0.0,4.0
732875b9ae1dff8eeaaaa0c6b2a7d551,f,,f,,f,,,,,,
7325dde79bff35e09abfb6a5709ca8ec,f,f,f,t,t,f,f,f,100.0,0.0,2.0
7316a858bc1c5973fc123fbdd4d63fdb,f,t,t,t,f,t,t,f,50.0,1.0,10.0
73088dd67801d8469a8cfb33ba625d23,f,f,t,f,f,t,t,f,33.0,0.0,3.0
73037354fb05e170b915b49b4610fc16,f,t,f,t,f,t,f,f,42.0,7.0,3.0
72e3a6cf154c4596cc899f9a8b822964,f,f,t,f,f,f,t,f,50.0,0.0,2.0
72c328b763a03da396542223c116658c,f,t,t,t,f,t,t,f,33.0,1.0,6.0
72920c032681b05d832c1747e41f2a48,f,f,t,t,t,t,t,f,100.0,0.0,6.0
728c243f3f025f3176fb5fda9a8e08a9,f,f,t,t,t,t,t,f,100.0,0.0,4.0
727eeb1f2ae2855c0dd4a17409d120d6,f,,f,,f,,,,,,
72648d5d27cb5cc6023d258241bdf86e,f,t,t,t,f,t,t,f,50.0,1.0,3.0
7263f174782fd3feb3432a997d85d8a6,f,f,t,t,f,t,t,f,0.0,0.0,3.0
725eb8b9acec37e15a54539c56401cb9,f,t,t,t,f,t,t,f,50.0,2.0,7.0
7251d2c45ffe8f9fb652752a7863bd70,f,t,t,t,t,f,f,f,75.0,3.0,1.0
72513d81f8af2c41a9ab712077d5c002,f,f,t,f,f,f,t,f,0.0,0.0,1.0
72486fa45e38647d170db3544a857055,f,,f,,f,,,,,,
72416f64c049ecc184b2e8be92f4f5a7,f,,f,,f,,,,,,
7240d469be1c87cc9dc2931ef59b4cb6,f,t,f,t,f,t,f,f,50.0,3.0,7.0
7237dbcf7b0078df377fcf9ef41d8880,f,f,t,f,f,f,t,f,0.0,0.0,2.0
72198ae00a2aa678e8a444fc7d8ecb41,f,f,t,t,t,t,t,f,75.0,0.0,5.0
721174f70e66d477399f4260dca20b86,f,f,t,t,f,f,t,f,50.0,0.0,2.0
720009db3d5ffc0625f0fda64fd477fd,f,f,t,f,f,f,t,f,,0.0,1.0
71f6cb93b79aa01f314b1078ecd9d336,f,,f,,f,,,,,,
71dc7ed42a6ef66ff8ef16db1b0bb34e,t,t,t,t,t,t,f,f,75.0,2.0,3.0
71d1ccaea178491e8c837cb14bf63c4c,f,f,t,t,t,t,t,f,88.0,0.0,14.0
71c6c5c6d095e748a6d48f81d0b4f920,f,f,t,t,f,f,t,f,50.0,0.0,2.0
7193b30c83236b3333763f0bba27676d,f,t,t,t,f,t,t,f,33.0,2.0,6.0
718609be294ea1d033009a3bcac93f18,f,f,t,t,f,t,t,f,0.0,0.0,5.0
7180b2a2e3466c24e2fe5d9bcfcc9432,t,t,t,t,t,f,t,f,66.0,7.0,2.0
71761d0cfb1a6e59d124e3ac02f4cf04,f,f,f,f,f,f,f,f,0.0,0.0,1.0
71591a7484aedaf05f5ac89189102f68,f,f,t,f,f,t,t,f,0.0,0.0,27.0
7157e52cb0b85b64cfe09c4c276b308a,f,t,t,t,f,t,t,f,16.0,3.0,5.0
71579319fa550af7d87952ca33f2d1dd,f,f,f,f,t,f,f,f,100.0,0.0,1.0
7124d3432947d2f8978f2ba760ccf5cf,f,t,f,f,f,t,f,f,45.0,2.0,9.0
711836dc36f151366c4e083c793fbe68,f,t,t,t,f,t,f,f,55.0,4.0,5.0
711432a3f59cc581d08dbd7248109a29,f,f,f,t,t,t,f,f,100.0,0.0,3.0
7113a579323c845927a73cc79a1a48c7,f,t,t,t,f,t,t,f,25.0,2.0,16.0
70f854c7c9db6f1f6cdd5964fd60fb4e,f,t,t,t,f,t,f,f,50.0,7.0,10.0
70ee42e219609ceb2d1553b3b3c8b1b9,f,f,f,t,f,f,f,f,,0.0,1.0
70e0a42c2b1283d342158f79c67d1ca7,f,f,t,t,t,t,t,f,83.0,0.0,8.0
70deb9fd0bb427f44eff792581ebf935,f,f,t,t,t,f,t,f,100.0,0.0,2.0
70de30f533dc323e415dc05562030022,f,f,f,f,t,f,f,f,100.0,0.0,1.0
70c4789fff9879f8bd5b0afdf63ab568,f,f,f,t,t,f,f,f,100.0,0.0,2.0
70abc671ed7d9cefa436aa3d30712154,f,t,t,t,f,t,t,f,28.0,5.0,3.0
7080eeb022d81efee0db195aea7ca3aa,f,f,f,f,t,f,t,f,100.0,0.0,2.0
706bbfb7c44957b83b18041083bdaa26,f,f,f,f,f,f,f,f,0.0,0.0,1.0
706860d05fdf6a4135d63c15ae23450c,f,f,t,t,t,t,t,f,75.0,0.0,5.0
7005f55a55c33a4bbaa5ef967ef449b0,f,t,f,t,t,f,t,f,66.0,2.0,2.0
70051da638820026e916a1ae39f89e6f,f,f,t,t,f,f,t,f,33.0,0.0,2.0
6ff1ad0bfa7a2ee33871986d25127213,f,f,t,f,f,f,t,f,0.0,0.0,1.0
6fd8702bb4dbf98c25cddf0e1b7a8fb2,f,f,t,t,t,t,t,f,75.0,0.0,6.0
6f92564da4284e00912773136813d7e8,f,f,t,t,f,f,t,f,0.0,0.0,2.0
6f8d9bcb92f90022d8bb5dbcd851a711,f,t,f,t,t,f,f,f,100.0,1.0,1.0
6f8d00fea79d47b47d3664f57984bd4e,f,f,t,t,t,t,t,f,100.0,0.0,5.0
6f509c4a259cf45313074647f85d00af,f,f,t,t,t,f,t,t,100.0,0.0,2.0
6f4e03a54c0a82dd03ed1138bfa819f2,f,,f,,f,,,,,,
6f49fc27790544db0369b68df07214d9,f,f,t,t,f,t,t,f,33.0,0.0,4.0
6f349a9793e67cfc9f32f7d7a23341e4,f,f,f,t,t,f,f,f,66.0,0.0,2.0
6f08dc40ab992af679fbd15a38f38ac7,f,f,t,t,f,t,t,f,33.0,0.0,4.0
6efb6a8f4ccb3ef3435dc53885387ac7,f,f,t,f,f,f,t,f,0.0,0.0,2.0
6ee650d568e00f1582e53b88dce6e365,f,f,t,t,f,f,t,f,0.0,0.0,2.0
6ee00748f26ba59cc93b8183500057b4,f,t,t,t,f,t,t,f,60.0,2.0,3.0
6ed3608ce4e4993d6a3e6ac378ca0dd6,f,f,f,t,t,t,t,f,100.0,0.0,5.0
6e915651edcab5d79cc84ebeeff92baa,f,f,t,t,t,t,t,f,69.0,0.0,13.0
6e88aa52fc92e5430f6a80f1a29d6f1a,f,f,t,t,f,t,t,f,25.0,0.0,4.0
6e7f541f7f87896669495a3afb9ce427,f,f,t,t,f,f,t,f,0.0,0.0,2.0
6e69c5a5a985df6f7c9e6a303af77c61,f,f,t,f,t,f,t,f,100.0,0.0,1.0
6e44544f14e6730c577fa4da8d2f9962,f,t,t,t,f,f,t,f,54.0,7.0,1.0
6df8bd800bb02619dd1c8b8bbebb735f,f,f,t,f,f,f,t,f,0.0,0.0,1.0
6def3b7daef78438acbb57f241d0aea4,f,f,t,t,t,f,t,f,100.0,0.0,2.0
6dd789b53a050b45185d143db2ad5306,f,f,t,f,f,f,t,f,0.0,0.0,1.0
6dd23ac201b4a111f4026d336db1de55,f,f,t,t,t,t,t,f,66.0,0.0,7.0
6dbc41246a51e7f2d987a5992647fec0,f,f,f,t,t,f,f,f,100.0,0.0,1.0
6db9b6afe819ff1e04f3d7ea3413b901,f,t,t,t,f,f,f,f,25.0,4.0,0.0
6db051df052c53486fed9117703c1ec7,f,f,f,f,f,f,f,f,0.0,0.0,1.0
6d98fac9fb6a35079f25d113e79273cb,t,t,t,t,t,t,t,f,66.0,1.0,19.0
6d81aaf5e2d824f5e8e973e25bc24425,f,t,t,t,f,f,t,f,44.0,5.0,2.0
6d6d50a483f387e8817591b413411c30,f,t,t,t,f,t,f,f,50.0,7.0,4.0
6d2431a78caa6ad7309074e78c5715c3,f,f,t,t,f,t,t,f,50.0,0.0,24.0
6cf736c2ebd68c299d4567d1256c462e,f,f,t,t,t,t,t,f,100.0,0.0,5.0
6cd68382772e98e0d1a504cc62193785,f,f,t,f,t,t,t,f,66.0,0.0,3.0
6cbeb047f5f3362a67e54a2c6258dcb3,t,t,t,t,t,t,t,f,75.0,4.0,6.0
6cb5ebdd67cbe6e6555fb9a5b281e95e,f,t,t,t,f,f,t,f,50.0,6.0,2.0
6c77bf10957c12960de0ff59d488e7bd,f,f,f,t,t,f,t,f,100.0,0.0,1.0
6c28987c13f9dfe8cf76bf02ccee93eb,f,t,t,t,f,f,t,f,42.0,4.0,1.0
6beb07b4bc12cfe04ca5ff2844b8e7f3,f,t,t,t,f,f,t,f,50.0,3.0,2.0
6bce1cad8ec96f8957e35a666ebbed8d,f,t,t,t,f,t,t,f,60.0,7.0,5.0
6bbf90eec06ef3d90ee72a8f1d5a5821,f,t,f,t,t,f,f,f,100.0,1.0,1.0
6b9efbfe67682f674416585806189308,t,t,t,t,t,f,t,f,62.0,5.0,2.0
6b7862fb280e4804122c5cfdf74fa9fa,f,f,t,f,f,f,t,f,0.0,0.0,1.0
6b675b79b99a016ae8b8568d4aefe374,f,f,t,t,f,t,t,f,46.0,0.0,15.0
6b5ae60ba592e12f73cb4ed91a9f4ab0,f,t,f,t,t,f,f,f,100.0,1.0,0.0
6b58c2eaf6f52dec27103f3d00dea589,f,t,t,f,t,f,f,f,100.0,1.0,1.0
6b46bbff46a9d6ba0122dea44675068d,t,t,t,t,t,t,t,f,75.0,3.0,12.0
6b299a3a79984697957438ccf4a4664d,f,f,t,t,t,f,t,f,100.0,0.0,2.0
6b158e2a43e706e30efef89327ecd9e1,f,f,t,t,f,t,t,f,50.0,0.0,10.0
6a7c34f3f33799789ab6e08e53824c8b,f,f,t,t,t,t,f,f,66.0,0.0,5.0
6a534297e88cc42d934c1e6ac0f06b79,f,,f,,f,,,,,,
6a458763a4b9270e528250138f2b8959,t,t,t,t,t,t,t,f,63.0,1.0,13.0
6a2109c5a732a81983d89f8fbdb336c7,f,f,f,t,t,t,f,f,75.0,0.0,4.0
6a1451b35be26e86722fc80336159cac,f,f,t,t,t,t,t,f,85.0,0.0,11.0
69f3d6e0c116de2a82ebbb532aa64862,f,t,t,t,f,t,t,f,0.0,2.0,3.0
69e31517a8845f5da434d3dfab23c64e,f,f,t,t,t,t,t,f,75.0,0.0,5.0
69c398ced901a95f9867a17809beec9d,f,f,t,t,f,f,t,f,0.0,0.0,2.0
69a84d3fcdfa4cd81b14e907bedd5066,f,f,f,t,t,t,f,f,100.0,0.0,3.0
697bf5197235a3ca3617b7342445d6e6,f,f,t,t,f,t,f,f,25.0,0.0,5.0
697408a04595bf9402bb2f6e737ed30f,f,,f,,f,,,,,,
695cbc5be6d18ec4be228a568ba7a83e,f,f,t,f,f,f,t,f,,0.0,1.0
6943c867a22cd73f961999f74d579c2f,f,t,t,t,f,t,f,f,50.0,3.0,4.0
692ae12643b51f5ff41c817139cf99b6,f,f,f,f,f,t,f,f,,0.0,3.0
692748647f5dfed40a763bb9b0de3aa9,f,f,t,t,f,t,t,f,44.0,0.0,12.0
6926d17a1da3a4e6d2ecaf28ac372561,f,,f,,f,,,,,,
692080adc91c851f80ee4f8831f80427,f,f,t,f,f,f,t,f,0.0,0.0,1.0
691dd4386fb95a8bd08007b616af7d5c,f,f,t,t,f,f,f,f,0.0,0.0,2.0
690ab0c17218a443cba2c799e861c9a6,f,t,t,t,f,f,t,f,50.0,2.0,1.0
69024680991b98ac736d07e122955086,f,,f,,f,,,,,,
